zip_code,etl_timestamp,NO_UNKNOWN,Yes
19119,2020-09-19 17:20:03,458,154
19132,2020-09-19 17:20:03,599,235
19146,2020-09-19 17:20:03,609,131
19137,2020-09-19 17:20:03,104,11
19114,2020-09-19 17:20:03,558,95
19153,2020-09-19 17:20:03,224,54
19115,2020-09-19 17:20:03,887,135
19104,2020-09-19 17:20:03,603,229
19138,2020-09-19 17:20:03,633,153
19122,2020-09-19 17:20:03,422,97
19149,2020-09-19 17:20:03,1071,170
19123,2020-09-19 17:20:03,334,87
19101,2020-09-19 17:20:03,28,10
19130,2020-09-19 17:20:03,399,90
19143,2020-09-19 17:20:03,1205,329
19125,2020-09-19 17:20:03,299,78
19154,2020-09-19 17:20:03,654,67
19151,2020-09-19 17:20:03,691,150
19106,2020-09-19 17:20:03,110,13
19111,2020-09-19 17:20:03,1327,249
19147,2020-09-19 17:20:03,430,73
19144,2020-09-19 17:20:03,782,262
19126,2020-09-19 17:20:03,466,158
19121,2020-09-19 17:20:03,688,168
19118,2020-09-19 17:20:03,155,52
19133,2020-09-19 17:20:03,517,217
19128,2020-09-19 17:20:03,461,48
19103,2020-09-19 17:20:03,232,61
19127,2020-09-19 17:20:03,58,NA
19145,2020-09-19 17:20:03,827,161
19142,2020-09-19 17:20:03,658,178
19124,2020-09-19 17:20:03,1371,252
19105,2020-09-19 17:20:03,5,NA
19135,2020-09-19 17:20:03,618,83
19116,2020-09-19 17:20:03,756,122
19139,2020-09-19 17:20:03,838,289
19131,2020-09-19 17:20:03,925,297
19136,2020-09-19 17:20:03,1063,155
19120,2020-09-19 17:20:03,1460,299
19141,2020-09-19 17:20:03,572,192
19107,2020-09-19 17:20:03,232,61
19140,2020-09-19 17:20:03,1096,404
19152,2020-09-19 17:20:03,766,188
19134,2020-09-19 17:20:03,937,256
19150,2020-09-19 17:20:03,483,95
19148,2020-09-19 17:20:03,910,207
19102,2020-09-19 17:20:03,72,5
19129,2020-09-19 17:20:03,135,25
