result_date,etl_timestamp,negative,positive
2020-06-24,2020-09-11 17:20:02,2042,130
2020-07-20,2020-09-11 17:20:02,2324,125
2020-07-09,2020-09-11 17:20:02,2304,116
2020-03-18,2020-09-11 17:20:02,177,8
2020-05-15,2020-09-11 17:20:02,1710,264
2020-06-16,2020-09-11 17:20:02,2090,88
2020-05-22,2020-09-11 17:20:02,1731,203
2020-05-08,2020-09-11 17:20:02,1279,357
2020-03-30,2020-09-11 17:20:02,472,241
2020-07-29,2020-09-11 17:20:02,2623,153
2020-04-09,2020-09-11 17:20:02,821,583
2020-08-20,2020-09-11 17:20:02,2975,113
2020-07-22,2020-09-11 17:20:02,3602,204
2020-06-06,2020-09-11 17:20:02,1163,84
2020-05-21,2020-09-11 17:20:02,2142,319
2020-09-11,2020-09-11 17:20:02,123,NA
2020-08-07,2020-09-11 17:20:02,2598,102
2020-03-21,2020-09-11 17:20:02,351,54
2020-09-05,2020-09-11 17:20:02,2395,71
2020-04-25,2020-09-11 17:20:02,843,329
2020-03-14,2020-09-11 17:20:02,49,6
2020-07-13,2020-09-11 17:20:02,2013,138
2020-05-24,2020-09-11 17:20:02,1402,177
2020-05-26,2020-09-11 17:20:02,1775,222
2020-06-12,2020-09-11 17:20:02,1868,105
2020-05-19,2020-09-11 17:20:02,1486,258
2020-08-27,2020-09-11 17:20:02,2819,149
2020-05-04,2020-09-11 17:20:02,807,373
2020-03-26,2020-09-11 17:20:02,565,195
2020-08-02,2020-09-11 17:20:02,2345,85
2020-08-18,2020-09-11 17:20:02,3066,125
2020-04-11,2020-09-11 17:20:02,639,418
2020-07-24,2020-09-11 17:20:02,3331,213
2020-08-09,2020-09-11 17:20:02,2608,114
2020-03-19,2020-09-11 17:20:02,274,32
2020-04-29,2020-09-11 17:20:02,1607,525
2020-09-01,2020-09-11 17:20:02,3388,207
2020-07-01,2020-09-11 17:20:02,2293,159
2020-05-25,2020-09-11 17:20:02,1292,129
2020-07-14,2020-09-11 17:20:02,2322,144
2020-08-31,2020-09-11 17:20:02,1620,119
2020-04-30,2020-09-11 17:20:02,1401,437
2020-08-13,2020-09-11 17:20:02,3001,101
2020-04-16,2020-09-11 17:20:02,761,525
2020-05-13,2020-09-11 17:20:02,1489,245
2020-06-17,2020-09-11 17:20:02,2423,145
2020-04-12,2020-09-11 17:20:02,692,418
2020-08-17,2020-09-11 17:20:02,2171,88
2020-07-17,2020-09-11 17:20:02,2992,201
2020-06-04,2020-09-11 17:20:02,1341,85
2020-06-28,2020-09-11 17:20:02,1604,95
2020-05-10,2020-09-11 17:20:02,773,123
2020-07-27,2020-09-11 17:20:02,1757,165
2020-04-01,2020-09-11 17:20:02,746,421
2020-07-05,2020-09-11 17:20:02,1195,80
2020-04-14,2020-09-11 17:20:02,509,381
2020-08-15,2020-09-11 17:20:02,3028,106
2020-08-05,2020-09-11 17:20:02,2774,140
2020-03-23,2020-09-11 17:20:02,311,71
2020-09-07,2020-09-11 17:20:02,1711,48
2020-04-23,2020-09-11 17:20:02,1189,575
2020-05-06,2020-09-11 17:20:02,1530,361
2020-06-13,2020-09-11 17:20:02,1773,99
2020-05-31,2020-09-11 17:20:02,1418,112
2020-04-21,2020-09-11 17:20:02,921,509
2020-09-09,2020-09-11 17:20:02,2575,47
2020-06-10,2020-09-11 17:20:02,2057,114
2020-05-17,2020-09-11 17:20:02,1178,142
2020-07-03,2020-09-11 17:20:02,2570,130
2020-04-05,2020-09-11 17:20:02,663,411
2020-08-24,2020-09-11 17:20:02,2010,82
2020-03-11,2020-09-11 17:20:02,13,NA
2020-07-16,2020-09-11 17:20:02,2671,146
2020-05-12,2020-09-11 17:20:02,1346,248
2020-06-21,2020-09-11 17:20:02,1093,66
2020-07-07,2020-09-11 17:20:02,2388,139
2020-05-30,2020-09-11 17:20:02,1527,127
2020-06-14,2020-09-11 17:20:02,1242,60
2020-09-08,2020-09-11 17:20:02,1914,50
2020-04-22,2020-09-11 17:20:02,975,533
2020-03-24,2020-09-11 17:20:02,471,117
2020-08-04,2020-09-11 17:20:02,2919,103
2020-03-13,2020-09-11 17:20:02,50,NA
2020-06-09,2020-09-11 17:20:02,1969,142
2020-06-22,2020-09-11 17:20:02,1566,108
2020-06-30,2020-09-11 17:20:02,2114,129
2020-08-25,2020-09-11 17:20:02,2967,104
2020-04-04,2020-09-11 17:20:02,811,553
2020-05-16,2020-09-11 17:20:02,1370,167
2020-09-10,2020-09-11 17:20:02,1677,42
2020-04-20,2020-09-11 17:20:02,626,492
2020-08-16,2020-09-11 17:20:02,2240,95
2020-04-13,2020-09-11 17:20:02,354,254
2020-06-18,2020-09-11 17:20:02,2113,100
2020-05-03,2020-09-11 17:20:02,619,169
2020-08-28,2020-09-11 17:20:02,3109,128
2020-03-28,2020-09-11 17:20:02,472,146
2020-07-31,2020-09-11 17:20:02,2853,149
2020-09-04,2020-09-11 17:20:02,3005,94
2020-04-26,2020-09-11 17:20:02,594,206
2020-05-05,2020-09-11 17:20:02,1228,366
2020-08-26,2020-09-11 17:20:02,3311,124
2020-03-31,2020-09-11 17:20:02,737,362
2020-07-28,2020-09-11 17:20:02,2765,116
2020-05-11,2020-09-11 17:20:02,889,246
2020-06-19,2020-09-11 17:20:02,2122,121
2020-05-20,2020-09-11 17:20:02,1704,194
2020-08-03,2020-09-11 17:20:02,1688,90
2020-03-25,2020-09-11 17:20:02,657,169
2020-08-08,2020-09-11 17:20:02,2350,94
2020-03-20,2020-09-11 17:20:02,177,32
2020-07-21,2020-09-11 17:20:02,2677,156
2020-04-02,2020-09-11 17:20:02,695,362
2020-07-26,2020-09-11 17:20:02,2253,93
2020-04-28,2020-09-11 17:20:02,1128,470
2020-09-02,2020-09-11 17:20:02,3180,139
2020-06-11,2020-09-11 17:20:02,1594,104
2020-07-06,2020-09-11 17:20:02,1943,115
2020-07-23,2020-09-11 17:20:02,3925,220
2020-08-01,2020-09-11 17:20:02,2051,67
2020-03-27,2020-09-11 17:20:02,772,223
2020-05-27,2020-09-11 17:20:02,1918,187
2020-07-12,2020-09-11 17:20:02,1212,88
2020-03-15,2020-09-11 17:20:02,30,NA
2020-08-10,2020-09-11 17:20:02,2017,110
2020-04-19,2020-09-11 17:20:02,456,263
2020-05-14,2020-09-11 17:20:02,1780,264
2020-07-19,2020-09-11 17:20:02,1989,105
2020-08-23,2020-09-11 17:20:02,1820,59
2020-04-06,2020-09-11 17:20:02,860,555
2020-08-22,2020-09-11 17:20:02,2983,89
2020-04-07,2020-09-11 17:20:02,755,512
2020-06-27,2020-09-11 17:20:02,1560,112
2020-06-03,2020-09-11 17:20:02,1623,147
2020-07-18,2020-09-11 17:20:02,2423,116
2020-04-03,2020-09-11 17:20:02,893,512
2020-07-25,2020-09-11 17:20:02,2722,141
2020-07-15,2020-09-11 17:20:02,2940,159
2020-07-08,2020-09-11 17:20:02,2981,122
2020-06-20,2020-09-11 17:20:02,2099,124
2020-05-18,2020-09-11 17:20:02,902,182
2020-04-08,2020-09-11 17:20:02,920,579
2020-08-21,2020-09-11 17:20:02,2901,92
2020-04-15,2020-09-11 17:20:02,874,607
2020-08-14,2020-09-11 17:20:02,3182,129
2020-05-28,2020-09-11 17:20:02,2005,210
2020-04-27,2020-09-11 17:20:02,826,431
2020-09-03,2020-09-11 17:20:02,2962,122
2020-06-07,2020-09-11 17:20:02,1108,89
2020-06-23,2020-09-11 17:20:02,2173,155
2020-06-15,2020-09-11 17:20:02,1821,95
2020-05-07,2020-09-11 17:20:02,1410,312
2020-03-16,2020-09-11 17:20:02,85,7
2020-07-11,2020-09-11 17:20:02,1425,99
2020-05-23,2020-09-11 17:20:02,1535,196
2020-05-29,2020-09-11 17:20:02,1948,206
2020-06-08,2020-09-11 17:20:02,1398,110
2020-06-29,2020-09-11 17:20:02,2109,128
2020-08-11,2020-09-11 17:20:02,3291,166
2020-04-18,2020-09-11 17:20:02,575,274
2020-06-05,2020-09-11 17:20:02,1453,119
2020-06-26,2020-09-11 17:20:02,1504,88
2020-03-17,2020-09-11 17:20:02,166,16
2020-07-10,2020-09-11 17:20:02,1809,112
2020-03-08,2020-09-11 17:20:02,11,NA
2020-06-01,2020-09-11 17:20:02,1250,103
2020-05-09,2020-09-11 17:20:02,1153,226
2020-07-02,2020-09-11 17:20:02,1994,120
2020-04-10,2020-09-11 17:20:02,877,578
2020-08-19,2020-09-11 17:20:02,3573,118
2020-06-02,2020-09-11 17:20:02,1522,133
2020-07-30,2020-09-11 17:20:02,2927,136
2020-03-29,2020-09-11 17:20:02,477,215
2020-05-02,2020-09-11 17:20:02,885,307
2020-08-29,2020-09-11 17:20:02,2606,122
2020-08-30,2020-09-11 17:20:02,1952,83
2020-05-01,2020-09-11 17:20:02,1063,420
2020-06-25,2020-09-11 17:20:02,2094,124
2020-04-17,2020-09-11 17:20:02,998,600
2020-08-12,2020-09-11 17:20:02,4261,201
2020-09-06,2020-09-11 17:20:02,2922,59
2020-04-24,2020-09-11 17:20:02,1147,492
2020-03-12,2020-09-11 17:20:02,18,NA
2020-07-04,2020-09-11 17:20:02,1323,69
2020-03-22,2020-09-11 17:20:02,165,50
2020-08-06,2020-09-11 17:20:02,2973,162
